approach;log;config;with_labels;label;precision;recall;F$_1$-score;support;ED;Seg. found;Seg. true;rand_mic;ari_mic;jaccard_mic;fowlkes_mallows_mic;rand_mac;ari_mac;jaccard_mac;fowlkes_mallows_mac;runtime;part;num_classes;sizeof_cooc;max_num_events;max_buffer_size;size_clust;size_full;avg_resp_seg;avg_resp_cat;obj_tp;obj_fp;obj_fn;obj_prec;obj_rec;obj_f1;obj_obj_relations_tp;obj_obj_relations_fp;obj_obj_relations_fn;obj_obj_relations_prec;obj_obj_relations_rec;obj_obj_relations_f1;obj_task_relations_tp;obj_task_relations_fp;obj_task_relations_fn;obj_task_relations_prec;obj_task_relations_rec;obj_task_relations_f1;label_prec;label_rec;label_f1;label_support;n;m
Ours old;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;TF_04.csv;0.5991058122205664;0.9458823529411765;0.7335766423357665;425;0.2337739150504262;138;120;0.7567141242231495;0.41135987280828396;0.55669517343641;0.5832022604567816;0.8085263937374378;0.5003184716166005;0.6082423445007398;0.6296711960001579;8.943.330.866.999.980;full;38;8856;82;2272;48;1703141;0;0.0026293622101393075;0;46;0;0.0;0;0;0;0;0;0;0;0;0;46;0;0.0;0;0;0.581140350877193;0.7083333333333334;0.6250343727657702;120;0;0
Ours old;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;TF_02.csv;0.9655172413793104;0.8289473684210527;0.8920353982300885;304;0.2337739150504262;138;120;0.7567141242231495;0.41135987280828396;0.55669517343641;0.5832022604567816;0.8085263937374378;0.5003184716166005;0.6082423445007398;0.6296711960001579;8.943.330.866.999.980;full;38;8856;82;2272;48;1703141;0;0.0026293622101393075;0;46;0;0.0;0;0;0;0;0;0;0;0;0;46;0;0.0;0;0;0.581140350877193;0.7083333333333334;0.6250343727657702;120;0;0
Ours old;L2.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;CopyPasteStuff;0.9814264487369985;0.9129232895646164;0.9459362692445399;1447;0.056277458336800645;231;240;0.8870580267587718;0.7265208015342232;0.8198874651273872;0.8066814991161698;0.937888198757764;0.8472832244038622;0.8760658533385807;0.8906748467257541;12.357.355.858.100.000;full;117;8856;241;9312;48;11125862;0;0.0026286756147178947;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;7605;0;155;1.0;0.9800257731958762;0.9899121379759194;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;0;0;0;0;0;0
Ours old;L2.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;StudentRecord;0.9805668016194332;0.7868745938921378;0.8731074260994953;1539;0.056277458336800645;231;240;0.8870580267587718;0.7265208015342232;0.8198874651273872;0.8066814991161698;0.937888198757764;0.8472832244038622;0.8760658533385807;0.8906748467257541;12.357.355.858.100.000;full;117;8856;241;9312;48;11125862;0;0.0026286756147178947;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;7605;0;155;1.0;0.9800257731958762;0.9899121379759194;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;0;0;0;0;0;0
Ours old;L2.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TravelRequest;0.775391142932909;0.9945578231292517;0.8714051557144985;2940;0.056277458336800645;231;240;0.8870580267587718;0.7265208015342232;0.8198874651273872;0.8066814991161698;0.937888198757764;0.8472832244038622;0.8760658533385807;0.8906748467257541;12.357.355.858.100.000;full;117;8856;241;9312;48;11125862;0;0.0026286756147178947;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;7605;0;155;1.0;0.9800257731958762;0.9899121379759194;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;0;0;0;0;0;0
Ours old;L2.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;Reimbursement;0.9925567547450689;0.856729842595567;0.919655172413793;3113;0.056277458336800645;231;240;0.8870580267587718;0.7265208015342232;0.8198874651273872;0.8066814991161698;0.937888198757764;0.8472832244038622;0.8760658533385807;0.8906748467257541;12.357.355.858.100.000;full;117;8856;241;9312;48;11125862;0;0.0026286756147178947;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;7605;0;155;1.0;0.9800257731958762;0.9899121379759194;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;0;0;0;0;0;0
Ours old;L2.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;CopyPasteStuff;0.9814264487369985;0.9129232895646164;0.9459362692445399;1447;0.056277458336800645;231;240;0.8870580267587718;0.7265208015342232;0.8198874651273872;0.8066814991161698;0.937888198757764;0.8472832244038622;0.8760658533385807;0.8906748467257541;12.372.455.174.099.900;full;117;8856;241;9312;48;11125862;0;0.002504650389610736;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;7605;0;155;1.0;0.9800257731958762;0.9899121379759194;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;0.6580010371462104;0.775;0.707238732730388;240;0;0
Ours old;L2.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;StudentRecord;0.9805668016194332;0.7868745938921378;0.8731074260994953;1539;0.056277458336800645;231;240;0.8870580267587718;0.7265208015342232;0.8198874651273872;0.8066814991161698;0.937888198757764;0.8472832244038622;0.8760658533385807;0.8906748467257541;12.372.455.174.099.900;full;117;8856;241;9312;48;11125862;0;0.002504650389610736;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;7605;0;155;1.0;0.9800257731958762;0.9899121379759194;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;0.6580010371462104;0.775;0.707238732730388;240;0;0
Ours old;L2.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TravelRequest;0.775391142932909;0.9945578231292517;0.8714051557144985;2940;0.056277458336800645;231;240;0.8870580267587718;0.7265208015342232;0.8198874651273872;0.8066814991161698;0.937888198757764;0.8472832244038622;0.8760658533385807;0.8906748467257541;12.372.455.174.099.900;full;117;8856;241;9312;48;11125862;0;0.002504650389610736;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;7605;0;155;1.0;0.9800257731958762;0.9899121379759194;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;0.6580010371462104;0.775;0.707238732730388;240;0;0
Ours old;L2.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;Reimbursement;0.9925567547450689;0.856729842595567;0.919655172413793;3113;0.056277458336800645;231;240;0.8870580267587718;0.7265208015342232;0.8198874651273872;0.8066814991161698;0.937888198757764;0.8472832244038622;0.8760658533385807;0.8906748467257541;12.372.455.174.099.900;full;117;8856;241;9312;48;11125862;0;0.002504650389610736;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;7605;0;155;1.0;0.9800257731958762;0.9899121379759194;994;116;104;0.8954954954954955;0.9052823315118397;0.9003623188405797;0.6580010371462104;0.775;0.707238732730388;240;0;0
