approach;log;config;with_labels;precision;recall;F$_1$-score;ED;Seg. found;Seg. true;rand_mic;ari_mic;jaccard_mic;fowlkes_mallows_mic;rand_mac;ari_mac;jaccard_mac;fowlkes_mallows_mac;runtime;part;num_classes;sizeof_cooc;max_num_events;max_buffer_size;size_clust;size_full;avg_resp_seg;avg_resp_cat;obj_tp;obj_fp;obj_fn;obj_prec;obj_rec;obj_f1;obj_obj_relations_tp;obj_obj_relations_fp;obj_obj_relations_fn;obj_obj_relations_prec;obj_obj_relations_rec;obj_obj_relations_f1;obj_task_relations_tp;obj_task_relations_fp;obj_task_relations_fn;obj_task_relations_prec;obj_task_relations_rec;obj_task_relations_f1;label_prec;label_rec;label_f1;label_support;n;m
Urabe et al.;L2.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.47201926645264763;0.48270089285714285;0.3983153794846042;0.5934427974916487;140;240;0.4836279708752571;0.07046833829721445;0.2746575242374537;0.4637000750541027;0.5240493319630011;0.0756983427131098;0.35594190140845067;0.46933313250741465;160.39383126599978;full;117;8856;220;9312;48;11123489;0;0.0032735969310610457;812;658;286;0.5523809523809524;0.7395264116575592;0.6323987538940811;5760;0;2000;1.0;0.7422680412371134;0.8520710059171598;812;658;286;0.5523809523809524;0.7395264116575592;0.6323987538940811;0;0;0;0;15;20
Urabe et al.;L2.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.7392875815937813;0.7128525248021402;0.6880627200287112;0.4176267053448377;174;240;0.7365383590156167;0.4048655710127438;0.5426831215245354;0.6001916118486424;0.8390804597701149;0.6239960504111415;0.6921184688844975;0.7413321536009735;103.99688142699961;full;117;8856;250;9312;48;11124655;0;0.0031223606066790427;948;713;150;0.5707405177603853;0.8633879781420765;0.6872055092424791;6969;0;791;1.0;0.8980670103092784;0.9462964220245773;948;713;150;0.5707405177603853;0.8633879781420765;0.6872055092424791;0;0;0;0;20;5
Urabe et al.;L2.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.7622467744097682;0.6975294903182728;0.7162303906989571;0.5877035210682243;215;240;0.7803845739882765;0.43745779316797906;0.5748795548415826;0.5871748622344891;0.7326233427515757;0.35469729482375395;0.5213715735104263;0.5438018274935993;113.77658602600013;full;117;8856;217;9312;48;11125728;0;0.002993058929747054;822;454;276;0.6442006269592476;0.7486338797814208;0.6925021061499579;5500;0;2260;1.0;0.7087628865979382;0.8295625942684766;822;454;276;0.6442006269592476;0.7486338797814208;0.6925021061499579;0;0;0;0;20;10
Urabe et al.;L2.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.5527100999368937;0.571285140562249;0.5185421991710032;0.5597702709268683;152;240;0.6262106205575273;0.20584154910250124;0.37588344071233865;0.48677554623142194;0.6447368421052632;0.17054035545840202;0.371341666754416;0.42711827536172653;169.21960245699984;full;117;8856;218;9312;48;11123890;0;0.0032771550158688318;872;546;226;0.614950634696756;0.7941712204007286;0.6931637519872814;6099;0;1661;1.0;0.7859536082474227;0.8801500829785698;872;546;226;0.614950634696756;0.7941712204007286;0.6931637519872814;0;0;0;0;20;15
Urabe et al.;L2.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.5428844766499686;0.540453074433657;0.4762206721533003;0.5781280372304713;159;240;0.5800325218805299;0.15845049148766682;0.3440411530645278;0.47824254606824357;0.6024998009712602;0.16677427232264685;0.40045901632296865;0.4796291794799797;162.91820075400028;full;117;8856;220;9312;48;11123939;0;0.003547139185189331;778;527;320;0.5961685823754789;0.7085610200364298;0.6475239284228047;5602;0;2158;1.0;0.7219072164948453;0.83849723095345;778;527;320;0.5961685823754789;0.7085610200364298;0.6475239284228047;0;0;0;0;20;20
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.8654241297499901;0.8666447151794534;0.8658650678259534;0.5394888948077387;195;200;0.8535758631090365;0.690782309662074;0.7707166216921364;0.8098249757968318;0.9645632405621384;0.9247054694047028;0.949386209201292;0.9532529157677192;50.143908553000074;full;69;8856;86;4696;48;6372901;0;0.0029077044238411025;491;306;131;0.616060225846926;0.7893890675241158;0.6920366455250176;2025;0;475;1.0;0.81;0.8950276243093923;491;306;131;0.616060225846926;0.7893890675241158;0.6920366455250176;0;0;0;0;5;5
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.7901257132936511;0.7057660626029654;0.7242867097699537;0.6169475942797729;185;200;0.7067960084508655;0.37004335926116627;0.5807720973203845;0.6018433963393874;0.6763807285546416;0.295212069338516;0.5347151587352452;0.5458626029753458;49.947098707999885;full;69;8856;99;4696;48;6373932;0;0.0029436380709223727;510;317;112;0.6166868198307134;0.819935691318328;0.7039337474120082;1986;0;514;1.0;0.7944;0.8854213107445386;510;317;112;0.6166868198307134;0.819935691318328;0.7039337474120082;0;0;0;0;5;10
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.7396649668317832;0.7074538258575198;0.7013910877992111;0.5435394079197761;171;200;0.7390643624528206;0.45221236895072786;0.5780501875406002;0.6663933807413248;0.6793257653938769;0.3369282537687157;0.45751072913784646;0.6040698355453143;51.45410188900041;full;69;8856;97;4696;48;6372100;0;0.002824444398466131;507;383;115;0.5696629213483146;0.815112540192926;0.6706349206349207;2000;0;500;1.0;0.8;0.888888888888889;507;383;115;0.5696629213483146;0.815112540192926;0.6706349206349207;0;0;0;0;5;15
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.6664888512897937;0.6466589288675179;0.5949863937285934;0.5405609074839997;135;200;0.5948341528966014;0.2414573078422947;0.450772671477106;0.6274530860982488;0.7710337202874517;0.5479977064235126;0.6710288065843621;0.7644668486621804;82.19624181600011;full;69;8856;123;4696;48;6371675;0;0.003057407839974076;452;505;170;0.4723092998955068;0.7266881028938906;0.5725142495250157;1786;0;714;1.0;0.7144;0.8334111059262717;452;505;170;0.4723092998955068;0.7266881028938906;0.5725142495250157;0;0;0;0;5;20
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.8676624082947741;0.8610699588477366;0.8621945969921804;0.5181027572909576;189;200;0.846228531242251;0.6734804014211876;0.7646958282648326;0.7973843844570031;0.9786671169649893;0.9545568143519099;0.969187675070028;0.9716798761704646;51.043215318999955;full;69;8856;87;4696;48;6372750;0;0.0028316769795762044;494;343;128;0.5902031063321386;0.7942122186495176;0.6771761480466072;2039;0;461;1.0;0.8156;0.8984357788059044;494;343;128;0.5902031063321386;0.7942122186495176;0.6771761480466072;0;0;0;0;10;5
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.6910570484625188;0.7070840197693575;0.6867609134652373;0.6279671229729475;183;200;0.6927971925275586;0.3792965158037731;0.5433807305386464;0.6470095968718337;0.6347805200264217;0.2945142378174439;0.5016370914906311;0.619750051495344;50.99861339900008;full;69;8856;100;4696;48;6372365;0;0.0029012043262532676;518;308;104;0.6271186440677966;0.8327974276527331;0.7154696132596685;2054;0;446;1.0;0.8216;0.9020641194554238;518;308;104;0.6271186440677966;0.8327974276527331;0.7154696132596685;0;0;0;0;10;10
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.7103168837218758;0.6968190854870775;0.6875236945182984;0.5390386286541152;164;200;0.7271006383680793;0.4292160718598319;0.5587409462325549;0.6546252737835557;0.6927278168487206;0.3647954265220536;0.4587778158682785;0.6219786265224037;51.403726088999974;full;69;8856;96;4696;48;6371734;0;0.0028642616079996514;507;386;115;0.5677491601343785;0.815112540192926;0.6693069306930693;1989;0;511;1.0;0.7956;0.8861661840053464;507;386;115;0.5677491601343785;0.815112540192926;0.6693069306930693;0;0;0;0;10;15
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.5587449774452723;0.6014588859416445;0.5197220320332592;0.58312657566637;123;200;0.5526555546123982;0.17700908536568355;0.39274782713890793;0.6069619494594354;0.717313074770092;0.4497132131896932;0.5506900734329924;0.7382958313088444;64.95099974599998;full;69;8856;133;4696;48;6371116;0;0.003103106559113365;445;527;177;0.45781893004115226;0.7154340836012861;0.5583437892095358;1741;0;759;1.0;0.6964;0.8210327752888469;445;527;177;0.45781893004115226;0.7154340836012861;0.5583437892095358;0;0;0;0;10;20
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.8845829107726364;0.8765635286372614;0.8784137131442183;0.4939807547693872;187;200;0.8626824556983287;0.7075831417030428;0.7891905365561943;0.8177587222942049;0.9785521246621816;0.9544353568554058;0.9688966495689185;0.9717258791828514;50.597253276000174;full;69;8856;88;4696;48;6372814;0;0.002827689828766418;499;370;123;0.5742232451093211;0.8022508038585209;0.6693494299128102;2044;0;456;1.0;0.8176;0.8996478873239436;499;370;123;0.5742232451093211;0.8022508038585209;0.6693494299128102;0;0;0;0;15;5
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.718091944978516;0.727677100494234;0.7075995209332114;0.6274113959026122;183;200;0.7022485784700545;0.3989671491811181;0.5655874921410355;0.6590297271149856;0.6447486939290218;0.31416070595555495;0.5221118058948417;0.6331604786433083;49.88462899100023;full;69;8856;100;4696;48;6372245;0;0.002823617687926802;517;307;105;0.6274271844660194;0.8311897106109325;0.7150760719225451;2054;0;446;1.0;0.8216;0.9020641194554238;517;307;105;0.6274271844660194;0.8311897106109325;0.7150760719225451;0;0;0;0;15;10
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.6782884693720301;0.6661696487740225;0.6699856618171693;0.5761299926456407;143;200;0.6854320637895905;0.32722052630769627;0.5221328666080762;0.5776422294239979;0.6944745395449621;0.36284688307957486;0.5040644839031936;0.6169425301897358;50.116730892000305;full;69;8856;133;4696;48;6372428;0;0.0029918493703588764;493;431;129;0.5335497835497836;0.792604501607717;0.6377749029754205;1954;0;546;1.0;0.7816;0.8774135608441849;493;431;129;0.5335497835497836;0.792604501607717;0.6377749029754205;0;0;0;0;15;15
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.6208933372540536;0.6422413793103449;0.6240914519459414;0.5736433092426284;134;200;0.6563637057343426;0.298868344836778;0.4790545848250879;0.5937356925626578;0.7613062507013804;0.5185748031882064;0.6028172871380403;0.7331801098271157;51.086744571000054;full;69;8856;132;4696;48;6372139;0;0.003153691854359988;454;443;168;0.5061315496098104;0.729903536977492;0.597761685319289;1773;0;727;1.0;0.7092;0.8298619237069974;454;443;168;0.5061315496098104;0.729903536977492;0.597761685319289;0;0;0;0;15;20
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.8703624618000804;0.8703307553068949;0.8678121358427019;0.43394358645688;158;200;0.8387438017030292;0.6637629521979902;0.7695180295647747;0.7979220831696915;0.9717003950657099;0.9391051673855253;0.9627463547508414;0.9615270920168726;51.477352280000105;full;69;8856;147;4696;48;6372747;0;0.0028349553412703073;530;326;92;0.6191588785046729;0.8520900321543409;0.7171853856562924;2183;0;317;1.0;0.8732;0.9323083493487081;530;326;92;0.6191588785046729;0.8520900321543409;0.7171853856562924;0;0;0;0;20;5
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.8048878165028901;0.7265689342777137;0.7437971831869069;0.6183979436586137;179;200;0.7197902253319248;0.3969609347883261;0.602697426063862;0.6179383314374364;0.6483585462306195;0.2505300260832172;0.5187881874241557;0.5321363345357588;50.34451179300004;full;69;8856;101;4696;48;6373875;0;0.0028553497071503184;525;346;97;0.6027554535017221;0.8440514469453376;0.7032819825853986;2094;0;406;1.0;0.8376;0.91162385720505;525;346;97;0.6027554535017221;0.8440514469453376;0.7032819825853986;0;0;0;0;20;10
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.6652648772951119;0.6692065595494451;0.6641975066433553;0.5708240730587205;141;200;0.6856555987360031;0.3374449791988777;0.5194780630388557;0.5937895195230809;0.6815602836879433;0.33876934581938123;0.5071803768679068;0.6058470962497408;50.3142193220001;full;69;8856;98;4696;48;6372091;0;0.0030078505555711336;497;373;125;0.5712643678160919;0.7990353697749196;0.6662198391420912;1954;0;546;1.0;0.7816;0.8774135608441849;497;373;125;0.5712643678160919;0.7990353697749196;0.6662198391420912;0;0;0;0;20;15
Urabe et al.;L1.csv;max_buffer_size=1500-warm_up_events=1500-similarity_thresh=0.1-labels=None;False;0.6548374766844123;0.6861737400530504;0.6536495847664697;0.5656124859685551;139;200;0.6921686010431515;0.38683820080680753;0.5184525526015341;0.6615357226610512;0.783651339797727;0.5698249249972683;0.6096709212008462;0.7730357950203074;50.887831672000175;full;69;8856;117;4696;48;6371744;0;0.0033125505660276723;453;397;169;0.5329411764705883;0.7282958199356914;0.6154891304347827;1787;0;713;1.0;0.7148;0.8336832283648239;453;397;169;0.5329411764705883;0.7282958199356914;0.6154891304347827;0;0;0;0;20;20
