approach;log;config;with_labels;label;precision;recall;F$_1$-score;support;ED;Seg. found;Seg. true;rand_mic;ari_mic;jaccard_mic;fowlkes_mallows_mic;rand_mac;ari_mac;jaccard_mac;fowlkes_mallows_mac;runtime;part;num_classes;sizeof_cooc;max_num_events;max_buffer_size;size_clust;size_full;avg_resp_seg;avg_resp_cat;obj_tp;obj_fp;obj_fn;obj_prec;obj_rec;obj_f1;obj_obj_relations_tp;obj_obj_relations_fp;obj_obj_relations_fn;obj_obj_relations_prec;obj_obj_relations_rec;obj_obj_relations_f1;obj_task_relations_tp;obj_task_relations_fp;obj_task_relations_fn;obj_task_relations_prec;obj_task_relations_rec;obj_task_relations_f1;label_prec;label_rec;label_f1;label_support;n;m
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TF_03.csv;0.48881239242685026;0.8711656441717791;0.6262403528114664;326;0.10832242945253065;102;120;0.7208662176171201;0.3100075816006244;0.46472772847554145;0.5037099640132968;0.7439332168510969;0.3318754077951503;0.4798146053625999;0.5045115634076014;12.390.078.909.000.000;full;38;8856;57;2272;48;1703141;0;0.002889301611114408;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TF_13.csv;0.7572254335260116;0.3957703927492447;0.5198412698412698;331;0.10832242945253065;102;120;0.7208662176171201;0.3100075816006244;0.46472772847554145;0.5037099640132968;0.7439332168510969;0.3318754077951503;0.4798146053625999;0.5045115634076014;12.390.078.909.000.000;full;38;8856;57;2272;48;1703141;0;0.002889301611114408;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TF_04.csv;0.7880952380952381;0.7788235294117647;0.783431952662722;425;0.10832242945253065;102;120;0.7208662176171201;0.3100075816006244;0.46472772847554145;0.5037099640132968;0.7439332168510969;0.3318754077951503;0.4798146053625999;0.5045115634076014;12.390.078.909.000.000;full;38;8856;57;2272;48;1703141;0;0.002889301611114408;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TF_02.csv;0.6273584905660378;0.4375;0.5155038759689923;304;0.10832242945253065;102;120;0.7208662176171201;0.3100075816006244;0.46472772847554145;0.5037099640132968;0.7439332168510969;0.3318754077951503;0.4798146053625999;0.5045115634076014;12.390.078.909.000.000;full;38;8856;57;2272;48;1703141;0;0.002889301611114408;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TF_03.csv;0.48881239242685026;0.8711656441717791;0.6262403528114664;326;0.10832242945253065;102;120;0.7208662176171201;0.3100075816006244;0.46472772847554145;0.5037099640132968;0.7439332168510969;0.3318754077951503;0.4798146053625999;0.5045115634076014;13.585.409.624.000.000;full;38;8856;57;2272;48;1703141;0;0.0029015713444651837;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TF_13.csv;0.7572254335260116;0.3957703927492447;0.5198412698412698;331;0.10832242945253065;102;120;0.7208662176171201;0.3100075816006244;0.46472772847554145;0.5037099640132968;0.7439332168510969;0.3318754077951503;0.4798146053625999;0.5045115634076014;13.585.409.624.000.000;full;38;8856;57;2272;48;1703141;0;0.0029015713444651837;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TF_04.csv;0.7880952380952381;0.7788235294117647;0.783431952662722;425;0.10832242945253065;102;120;0.7208662176171201;0.3100075816006244;0.46472772847554145;0.5037099640132968;0.7439332168510969;0.3318754077951503;0.4798146053625999;0.5045115634076014;13.585.409.624.000.000;full;38;8856;57;2272;48;1703141;0;0.0029015713444651837;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TF_02.csv;0.6273584905660378;0.4375;0.5155038759689923;304;0.10832242945253065;102;120;0.7208662176171201;0.3100075816006244;0.46472772847554145;0.5037099640132968;0.7439332168510969;0.3318754077951503;0.4798146053625999;0.5045115634076014;13.585.409.624.000.000;full;38;8856;57;2272;48;1703141;0;0.0029015713444651837;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;TF_03.csv;0.4763705103969754;0.7730061349693251;0.5894736842105263;326;0.10832242945253065;102;120;0.7251295836133381;0.3043488797112718;0.4453948898653295;0.49268248597148573;0.7460687245195108;0.3284770445569778;0.45215158255815696;0.4984809155008105;14.132.286.568.000.100;full;38;8856;57;2272;48;1703141;0;0.003976091842855567;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;TF_13.csv;0.6390243902439025;0.3957703927492447;0.48880597014925364;331;0.10832242945253065;102;120;0.7251295836133381;0.3043488797112718;0.4453948898653295;0.49268248597148573;0.7460687245195108;0.3284770445569778;0.45215158255815696;0.4984809155008105;14.132.286.568.000.100;full;38;8856;57;2272;48;1703141;0;0.003976091842855567;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;TF_04.csv;0.7880952380952381;0.7788235294117647;0.783431952662722;425;0.10832242945253065;102;120;0.7251295836133381;0.3043488797112718;0.4453948898653295;0.49268248597148573;0.7460687245195108;0.3284770445569778;0.45215158255815696;0.4984809155008105;14.132.286.568.000.100;full;38;8856;57;2272;48;1703141;0;0.003976091842855567;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;TF_02.csv;0.5732758620689655;0.4375;0.49626865671641796;304;0.10832242945253065;102;120;0.7251295836133381;0.3043488797112718;0.4453948898653295;0.49268248597148573;0.7460687245195108;0.3284770445569778;0.45215158255815696;0.4984809155008105;14.132.286.568.000.100;full;38;8856;57;2272;48;1703141;0;0.003976091842855567;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;TF_03.csv;0.4763705103969754;0.7730061349693251;0.5894736842105263;326;0.10832242945253065;102;120;0.7251295836133381;0.3043488797112718;0.4453948898653295;0.49268248597148573;0.7460687245195108;0.3284770445569778;0.45215158255815696;0.4984809155008105;11.461.647.703.000.100;full;38;8856;57;2272;48;1703141;0;0.0032024697285643403;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;TF_13.csv;0.6390243902439025;0.3957703927492447;0.48880597014925364;331;0.10832242945253065;102;120;0.7251295836133381;0.3043488797112718;0.4453948898653295;0.49268248597148573;0.7460687245195108;0.3284770445569778;0.45215158255815696;0.4984809155008105;11.461.647.703.000.100;full;38;8856;57;2272;48;1703141;0;0.0032024697285643403;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;TF_04.csv;0.7880952380952381;0.7788235294117647;0.783431952662722;425;0.10832242945253065;102;120;0.7251295836133381;0.3043488797112718;0.4453948898653295;0.49268248597148573;0.7460687245195108;0.3284770445569778;0.45215158255815696;0.4984809155008105;11.461.647.703.000.100;full;38;8856;57;2272;48;1703141;0;0.0032024697285643403;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;TF_02.csv;0.5732758620689655;0.4375;0.49626865671641796;304;0.10832242945253065;102;120;0.7251295836133381;0.3043488797112718;0.4453948898653295;0.49268248597148573;0.7460687245195108;0.3284770445569778;0.45215158255815696;0.4984809155008105;11.461.647.703.000.100;full;38;8856;57;2272;48;1703141;0;0.0032024697285643403;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;TF_03.csv;0.6116322701688556;1.0;0.7590221187427242;326;0.10832242945253065;102;120;0.8526596548257198;0.6243483104427899;0.7469420256552463;0.7254946873174013;0.926033779848573;0.802427491027833;0.8655462184873949;0.8517165601817178;11.018.843.606.000.000;full;38;8856;57;2272;48;1703141;0;0.0045606585333340865;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;TF_13.csv;0.9641434262948207;0.7311178247734139;0.8316151202749142;331;0.10832242945253065;102;120;0.8526596548257198;0.6243483104427899;0.7469420256552463;0.7254946873174013;0.926033779848573;0.802427491027833;0.8655462184873949;0.8517165601817178;11.018.843.606.000.000;full;38;8856;57;2272;48;1703141;0;0.0045606585333340865;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;TF_04.csv;1.0;0.8941176470588236;0.9440993788819877;425;0.10832242945253065;102;120;0.8526596548257198;0.6243483104427899;0.7469420256552463;0.7254946873174013;0.926033779848573;0.802427491027833;0.8655462184873949;0.8517165601817178;11.018.843.606.000.000;full;38;8856;57;2272;48;1703141;0;0.0045606585333340865;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;TF_02.csv;0.9954954954954955;0.7269736842105263;0.8403041825095057;304;0.10832242945253065;102;120;0.8526596548257198;0.6243483104427899;0.7469420256552463;0.7254946873174013;0.926033779848573;0.802427491027833;0.8655462184873949;0.8517165601817178;11.018.843.606.000.000;full;38;8856;57;2272;48;1703141;0;0.0045606585333340865;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;TF_03.csv;0.6116322701688556;1.0;0.7590221187427242;326;0.10832242945253065;102;120;0.8526596548257198;0.6243483104427899;0.7469420256552463;0.7254946873174013;0.926033779848573;0.802427491027833;0.8655462184873949;0.8517165601817178;9.801.980.401.000.030;full;38;8856;57;2272;48;1703141;0;0.003680705700010852;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;TF_13.csv;0.9641434262948207;0.7311178247734139;0.8316151202749142;331;0.10832242945253065;102;120;0.8526596548257198;0.6243483104427899;0.7469420256552463;0.7254946873174013;0.926033779848573;0.802427491027833;0.8655462184873949;0.8517165601817178;9.801.980.401.000.030;full;38;8856;57;2272;48;1703141;0;0.003680705700010852;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;TF_04.csv;1.0;0.8941176470588236;0.9440993788819877;425;0.10832242945253065;102;120;0.8526596548257198;0.6243483104427899;0.7469420256552463;0.7254946873174013;0.926033779848573;0.802427491027833;0.8655462184873949;0.8517165601817178;9.801.980.401.000.030;full;38;8856;57;2272;48;1703141;0;0.003680705700010852;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;TF_02.csv;0.9954954954954955;0.7269736842105263;0.8403041825095057;304;0.10832242945253065;102;120;0.8526596548257198;0.6243483104427899;0.7469420256552463;0.7254946873174013;0.926033779848573;0.802427491027833;0.8655462184873949;0.8517165601817178;9.801.980.401.000.030;full;38;8856;57;2272;48;1703141;0;0.003680705700010852;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;TF_03.csv;0.42199108469539376;0.8711656441717791;0.5685685685685686;326;0.10832242945253065;102;120;0.6962382984043634;0.2814662330170663;0.47759223982568544;0.49672523136574814;0.7181129877693652;0.28905435342817487;0.500231156417769;0.48241855993897387;8.007.465.079.999.970;full;38;8856;57;2272;48;1703141;0;0.002426498617648808;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;TF_13.csv;1.0;0.3957703927492447;0.5670995670995671;331;0.10832242945253065;102;120;0.6962382984043634;0.2814662330170663;0.47759223982568544;0.49672523136574814;0.7181129877693652;0.28905435342817487;0.500231156417769;0.48241855993897387;8.007.465.079.999.970;full;38;8856;57;2272;48;1703141;0;0.002426498617648808;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;TF_04.csv;0.8443877551020408;0.7788235294117647;0.8102815177478581;425;0.10832242945253065;102;120;0.6962382984043634;0.2814662330170663;0.47759223982568544;0.49672523136574814;0.7181129877693652;0.28905435342817487;0.500231156417769;0.48241855993897387;8.007.465.079.999.970;full;38;8856;57;2272;48;1703141;0;0.002426498617648808;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;TF_02.csv;0.7;0.4375;0.5384615384615384;304;0.10832242945253065;102;120;0.6962382984043634;0.2814662330170663;0.47759223982568544;0.49672523136574814;0.7181129877693652;0.28905435342817487;0.500231156417769;0.48241855993897387;8.007.465.079.999.970;full;38;8856;57;2272;48;1703141;0;0.002426498617648808;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;TF_03.csv;0.42199108469539376;0.8711656441717791;0.5685685685685686;326;0.10832242945253065;102;120;0.6962382984043634;0.2814662330170663;0.47759223982568544;0.49672523136574814;0.7181129877693652;0.28905435342817487;0.500231156417769;0.48241855993897387;8.041.553.363.000.040;full;38;8856;57;2272;48;1703141;0;0.002347871176465667;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;TF_13.csv;1.0;0.3957703927492447;0.5670995670995671;331;0.10832242945253065;102;120;0.6962382984043634;0.2814662330170663;0.47759223982568544;0.49672523136574814;0.7181129877693652;0.28905435342817487;0.500231156417769;0.48241855993897387;8.041.553.363.000.040;full;38;8856;57;2272;48;1703141;0;0.002347871176465667;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;TF_04.csv;0.8443877551020408;0.7788235294117647;0.8102815177478581;425;0.10832242945253065;102;120;0.6962382984043634;0.2814662330170663;0.47759223982568544;0.49672523136574814;0.7181129877693652;0.28905435342817487;0.500231156417769;0.48241855993897387;8.041.553.363.000.040;full;38;8856;57;2272;48;1703141;0;0.002347871176465667;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;TF_02.csv;0.7;0.4375;0.5384615384615384;304;0.10832242945253065;102;120;0.6962382984043634;0.2814662330170663;0.47759223982568544;0.49672523136574814;0.7181129877693652;0.28905435342817487;0.500231156417769;0.48241855993897387;8.041.553.363.000.040;full;38;8856;57;2272;48;1703141;0;0.002347871176465667;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5419850288950083;0.65;0.5707328935390141;120;5;5
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TF_03.csv;1.0;0.19938650306748465;0.33248081841432225;326;0.14264886048809172;89;120;0.5912482222951537;0.15553664990850716;0.34752583778144736;0.45382605842844526;0.6552604698672114;0.1869621117515702;0.3962960527710049;0.42795167858849725;12.013.877.310.000.200;full;38;8856;78;2272;48;1703141;0;0.003026237675671099;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TF_13.csv;0.6782178217821783;0.41389728096676737;0.5140712945590995;331;0.14264886048809172;89;120;0.5912482222951537;0.15553664990850716;0.34752583778144736;0.45382605842844526;0.6552604698672114;0.1869621117515702;0.3962960527710049;0.42795167858849725;12.013.877.310.000.200;full;38;8856;78;2272;48;1703141;0;0.003026237675671099;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TF_04.csv;0.47045707915273133;0.9929411764705882;0.6384266263237519;425;0.14264886048809172;89;120;0.5912482222951537;0.15553664990850716;0.34752583778144736;0.45382605842844526;0.6552604698672114;0.1869621117515702;0.3962960527710049;0.42795167858849725;12.013.877.310.000.200;full;38;8856;78;2272;48;1703141;0;0.003026237675671099;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;TF_02.csv;0.5990990990990991;0.4375;0.5057034220532319;304;0.14264886048809172;89;120;0.5912482222951537;0.15553664990850716;0.34752583778144736;0.45382605842844526;0.6552604698672114;0.1869621117515702;0.3962960527710049;0.42795167858849725;12.013.877.310.000.200;full;38;8856;78;2272;48;1703141;0;0.003026237675671099;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TF_03.csv;1.0;0.19938650306748465;0.33248081841432225;326;0.14264886048809172;89;120;0.5912482222951537;0.15553664990850716;0.34752583778144736;0.45382605842844526;0.6552604698672114;0.1869621117515702;0.3962960527710049;0.42795167858849725;1.079.924.361.899.990;full;38;8856;78;2272;48;1703141;0;0.0029288835000068356;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TF_13.csv;0.6782178217821783;0.41389728096676737;0.5140712945590995;331;0.14264886048809172;89;120;0.5912482222951537;0.15553664990850716;0.34752583778144736;0.45382605842844526;0.6552604698672114;0.1869621117515702;0.3962960527710049;0.42795167858849725;1.079.924.361.899.990;full;38;8856;78;2272;48;1703141;0;0.0029288835000068356;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TF_04.csv;0.47045707915273133;0.9929411764705882;0.6384266263237519;425;0.14264886048809172;89;120;0.5912482222951537;0.15553664990850716;0.34752583778144736;0.45382605842844526;0.6552604698672114;0.1869621117515702;0.3962960527710049;0.42795167858849725;1.079.924.361.899.990;full;38;8856;78;2272;48;1703141;0;0.0029288835000068356;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;TF_02.csv;0.5990990990990991;0.4375;0.5057034220532319;304;0.14264886048809172;89;120;0.5912482222951537;0.15553664990850716;0.34752583778144736;0.45382605842844526;0.6552604698672114;0.1869621117515702;0.3962960527710049;0.42795167858849725;1.079.924.361.899.990;full;38;8856;78;2272;48;1703141;0;0.0029288835000068356;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;TF_03.csv;1.0;0.19938650306748465;0.33248081841432225;326;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;10.056.754.212.999.900;full;38;8856;78;2272;48;1703141;0;0.0035073180714277896;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;TF_13.csv;0.5854700854700855;0.41389728096676737;0.4849557522123894;331;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;10.056.754.212.999.900;full;38;8856;78;2272;48;1703141;0;0.0035073180714277896;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;TF_04.csv;0.4811858608893957;0.9929411764705882;0.6482334869431644;425;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;10.056.754.212.999.900;full;38;8856;78;2272;48;1703141;0;0.0035073180714277896;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;TF_02.csv;0.6333333333333333;0.4375;0.5175097276264592;304;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;10.056.754.212.999.900;full;38;8856;78;2272;48;1703141;0;0.0035073180714277896;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;TF_03.csv;1.0;0.19938650306748465;0.33248081841432225;326;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;9.851.511.537.000.070;full;38;8856;78;2272;48;1703141;0;0.0033480173035879295;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;TF_13.csv;0.5854700854700855;0.41389728096676737;0.4849557522123894;331;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;9.851.511.537.000.070;full;38;8856;78;2272;48;1703141;0;0.0033480173035879295;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;TF_04.csv;0.4811858608893957;0.9929411764705882;0.6482334869431644;425;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;9.851.511.537.000.070;full;38;8856;78;2272;48;1703141;0;0.0033480173035879295;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;TF_02.csv;0.6333333333333333;0.4375;0.5175097276264592;304;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;9.851.511.537.000.070;full;38;8856;78;2272;48;1703141;0;0.0033480173035879295;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;TF_03.csv;0.46839080459770116;1.0;0.6379647749510763;326;0.14264886048809172;89;120;0.7313725183761285;0.3583727284295992;0.5891361900177882;0.5488619958075034;0.8603166496424923;0.630083210260987;0.7654068777664284;0.7238673985334333;952.752.382.499.989;full;38;8856;78;2272;48;1703141;0;0.004298218392859455;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Ours;L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;TF_13.csv;0.95;0.6314199395770392;0.7586206896551724;331;0.14264886048809172;89;120;0.7313725183761285;0.3583727284295992;0.5891361900177882;0.5488619958075034;0.8603166496424923;0.630083210260987;0.7654068777664284;0.7238673985334333;952.752.382.499.989;full;38;8856;78;2272;48;1703141;0;0.004298218392859455;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
