approach;log;config;with_labels;precision;recall;F$_1$-score;ED;Seg. found;Seg. true;rand_mic;ari_mic;jaccard_mic;fowlkes_mallows_mic;rand_mac;ari_mac;jaccard_mac;fowlkes_mallows_mac;runtime;part;num_classes;sizeof_cooc;max_num_events;max_buffer_size;size_clust;size_full;avg_resp_seg;avg_resp_cat;obj_tp;obj_fp;obj_fn;obj_prec;obj_rec;obj_f1;obj_obj_relations_tp;obj_obj_relations_fp;obj_obj_relations_fn;obj_obj_relations_prec;obj_obj_relations_rec;obj_obj_relations_f1;obj_task_relations_tp;obj_task_relations_fp;obj_task_relations_fn;obj_task_relations_prec;obj_task_relations_rec;obj_task_relations_f1;label_prec;label_rec;label_f1;label_support;n;m
Perfect segmentation;L3.csv;max_buffer_size=0-warm_up_events=0-similarity_thresh=0.0-labels=None;False;0.9327470993584318;0.9227994227994228;0.924353334796663;0.0;120;120;0.9191762910174462;0.7902897260892865;0.8604939864345507;0.8451633746950105;0.9180672268907563;0.7796610169491526;0.8533705541770058;0.8341105233190395;8.490090789;full;38;8856;15;1176;48;1703141;0;0.0034054114333332388;0;30;0;0.0;0;0;0;0;0;0;0;0;0;30;0;0.0;0;0;0;0;0;0;0;0
Perfect segmentation;L3.csv;max_buffer_size=0-warm_up_events=0-similarity_thresh=0.0-labels=None;True;0.9327470993584318;0.9227994227994228;0.924353334796663;0.0;120;120;0.9191762910174462;0.7902897260892865;0.8604939864345507;0.8451633746950105;0.9180672268907563;0.7796610169491526;0.8533705541770058;0.8341105233190395;8.386159937;full;38;8856;15;1176;48;1703141;0;0.0023560935250000804;0;30;0;0.0;0;0;0;0;0;0;0;0;0;30;0;0.0;0;0;0.625;0.75;0.6666666666666666;120;0;0
Perfect segmentation;L2.csv;max_buffer_size=0-warm_up_events=0-similarity_thresh=0.0-labels=None;False;0.9782198434942289;0.9766567098130324;0.9768376610863677;0.0;240;240;0.9722242684640561;0.931192584369417;0.9548765533072613;0.9505100780055306;0.9776847977684798;0.9449956440500888;0.9532608695652175;0.9605860184046017;67.282686632;full;117;8856;74;4696;48;11125939;0;0.0018873122624994446;1025;54;73;0.9499536607970342;0.9335154826958105;0.9416628387689481;7760;0;0;1.0;1.0;1.0;1025;54;73;0.9499536607970342;0.9335154826958105;0.9416628387689481;0;0;0;0;0;0
Perfect segmentation;L2.csv;max_buffer_size=0-warm_up_events=0-similarity_thresh=0.0-labels=None;True;0.9782198434942289;0.9766567098130324;0.9768376610863677;0.0;240;240;0.9722242684640561;0.931192584369417;0.9548765533072613;0.9505100780055306;0.9776847977684798;0.9449956440500888;0.9532608695652175;0.9605860184046017;73.279196098;full;117;8856;74;4696;48;11125939;0;0.0020091549708338855;1025;54;73;0.9499536607970342;0.9335154826958105;0.9416628387689481;7760;0;0;1.0;1.0;1.0;1025;54;73;0.9499536607970342;0.9335154826958105;0.9416628387689481;0.6887009189640769;0.8041666666666667;0.7345786018155629;240;0;0
Perfect segmentation;L1.csv;max_buffer_size=0-warm_up_events=0-similarity_thresh=0.0-labels=None;False;0.9284469985415579;0.9254170755642787;0.9243115931825046;0.0;200;200;0.9099646655740612;0.8114272605161793;0.8616127196290541;0.8859600818349572;0.8485929648241206;0.673803680614455;0.7975105604055196;0.7932641094308134;48.67115981699999;full;69;8856;66;4696;48;6374580;0;0.0019901982100009263;550;54;72;0.9105960264900662;0.8842443729903537;0.897226753670473;2500;0;0;1.0;1.0;1.0;550;54;72;0.9105960264900662;0.8842443729903537;0.897226753670473;0;0;0;0;0;0
Perfect segmentation;L1.csv;max_buffer_size=0-warm_up_events=0-similarity_thresh=0.0-labels=None;True;0.9284469985415579;0.9254170755642787;0.9243115931825046;0.0;200;200;0.9099646655740612;0.8114272605161793;0.8616127196290541;0.8859600818349572;0.8485929648241206;0.673803680614455;0.7975105604055196;0.7932641094308134;43.93398550100002;full;69;8856;66;4696;48;6374580;0;0.0017585926899980108;550;54;72;0.9105960264900662;0.8842443729903537;0.897226753670473;2500;0;0;1.0;1.0;1.0;550;54;72;0.9105960264900662;0.8842443729903537;0.897226753670473;0.9692982456140351;0.965;0.9648276555120089;200;0;0
