approach;log;config;with_labels;precision;recall;F$_1$-score;ED;Seg. found;Seg. true;rand_mic;ari_mic;jaccard_mic;fowlkes_mallows_mic;rand_mac;ari_mac;jaccard_mac;fowlkes_mallows_mac;runtime;part;num_classes;sizeof_cooc;max_num_events;max_buffer_size;size_clust;size_full;avg_resp_seg;avg_resp_cat;obj_tp;obj_fp;obj_fn;obj_prec;obj_rec;obj_f1;obj_obj_relations_tp;obj_obj_relations_fp;obj_obj_relations_fn;obj_obj_relations_prec;obj_obj_relations_rec;obj_obj_relations_f1;obj_task_relations_tp;obj_task_relations_fp;obj_task_relations_fn;obj_task_relations_prec;obj_task_relations_rec;obj_task_relations_f1;label_prec;label_rec;label_f1;label_support;n;m
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;0.6614920075771462;0.5461760461760462;0.5062996319874881;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;10.056.754.212.999.900;full;38;8856;78;2272;48;1703141;0;0.0035073180714277896;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;0.6614920075771462;0.5461760461760462;0.5062996319874881;0.14264886048809172;89;120;0.6060137215371872;0.17436129499169062;0.34695417580764354;0.46198629978887157;0.6767109295199183;0.22358923987275878;0.39569288389513113;0.44883886433843523;9.851.511.537.000.070;full;38;8856;78;2272;48;1703141;0;0.0033480173035879295;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;0.8579659408397688;0.7215007215007215;0.7385743199111459;0.14264886048809172;89;120;0.7313725183761285;0.3583727284295992;0.5891361900177882;0.5488619958075034;0.8603166496424923;0.630083210260987;0.7654068777664284;0.7238673985334333;952.752.382.499.989;full;38;8856;78;2272;48;1703141;0;0.004298218392859455;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;0.8579659408397688;0.7215007215007215;0.7385743199111459;0.14264886048809172;89;120;0.7313725183761285;0.3583727284295992;0.5891361900177882;0.5488619958075034;0.8603166496424923;0.630083210260987;0.7654068777664284;0.7238673985334333;823.627.863.799.993;full;38;8856;78;2272;48;1703141;0;0.0036355243571181617;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;0.7319059837356421;0.5909090909090909;0.577232421866446;0.14264886048809172;89;120;0.6025171779684415;0.1808377584941984;0.4067342819873185;0.47247307316341713;0.6800306435137896;0.24232652138518535;0.4876967999726785;0.4668373255374899;7.868.391.784.000.090;full;38;8856;78;2272;48;1703141;0;0.002431369449437482;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0;0;0;0;5;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;0.7319059837356421;0.5909090909090909;0.577232421866446;0.14264886048809172;89;120;0.6025171779684415;0.1808377584941984;0.4067342819873185;0.47247307316341713;0.6800306435137896;0.24232652138518535;0.4876967999726785;0.4668373255374899;8.233.846.066.999.830;full;38;8856;78;2272;48;1703141;0;0.0025047049325877106;0;47;0;0.0;0;0;0;0;0;0;0;0;0;47;0;0.0;0;0;0.5264880952380953;0.6416666666666667;0.5620093515442351;120;5;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;0.5536262679119822;0.3217893217893218;0.17493392527225393;0.4365191569645201;49;120;0.2704226379316632;0.002347938051230127;0.1106248249105392;0.49805690401299185;0.32653061224489793;0.02041846601725273;0.21450282240555796;0.5179452421749772;859.942.650.500.011;full;38;8856;66;2272;48;1703141;0;0.0023561038536715896;0;122;0;0.0;0;0;0;0;0;0;0;0;0;122;0;0.0;0;0;0;0;0;0;5;15
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;0.5536262679119822;0.3217893217893218;0.17493392527225393;0.4365191569645201;49;120;0.2704226379316632;0.002347938051230127;0.1106248249105392;0.49805690401299185;0.32653061224489793;0.02041846601725273;0.21450282240555796;0.5179452421749772;8.744.803.901.000.060;full;38;8856;66;2272;48;1703141;0;0.0024300229268458392;0;122;0;0.0;0;0;0;0;0;0;0;0;0;122;0;0.0;0;0;0.3773534525583706;0.425;0.36598521598521594;120;5;15
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;0.5536262679119822;0.3217893217893218;0.17493392527225393;0.4365191569645201;49;120;0.2704226379316632;0.002347938051230127;0.1106248249105392;0.49805690401299185;0.32653061224489793;0.02041846601725273;0.21450282240555796;0.5179452421749772;9.956.843.448.999.960;full;38;8856;66;2272;48;1703141;0;0.003106407264728178;0;122;0;0.0;0;0;0;0;0;0;0;0;0;122;0;0.0;0;0;0;0;0;0;5;15
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;0.5536262679119822;0.3217893217893218;0.17493392527225393;0.4365191569645201;49;120;0.2704226379316632;0.002347938051230127;0.1106248249105392;0.49805690401299185;0.32653061224489793;0.02041846601725273;0.21450282240555796;0.5179452421749772;9.875.868.743.000.180;full;38;8856;66;2272;48;1703141;0;0.0030549637647120965;0;122;0;0.0;0;0;0;0;0;0;0;0;0;122;0;0.0;0;0;0.3773534525583706;0.425;0.36598521598521594;120;5;15
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;0.5536262679119822;0.3217893217893218;0.17493392527225393;0.4365191569645201;49;120;0.2704226379316632;0.002347938051230127;0.1106248249105392;0.49805690401299185;0.32653061224489793;0.02041846601725273;0.21450282240555796;0.5179452421749772;9.122.573.495.000.090;full;38;8856;66;2272;48;1703141;0;0.0032322424737183035;0;122;0;0.0;0;0;0;0;0;0;0;0;0;122;0;0.0;0;0;0;0;0;0;5;15
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;0.5536262679119822;0.3217893217893218;0.17493392527225393;0.4365191569645201;49;120;0.2704226379316632;0.002347938051230127;0.1106248249105392;0.49805690401299185;0.32653061224489793;0.02041846601725273;0.21450282240555796;0.5179452421749772;8.437.622.775.000.130;full;38;8856;66;2272;48;1703141;0;0.003277008789466077;0;122;0;0.0;0;0;0;0;0;0;0;0;0;122;0;0.0;0;0;0.3773534525583706;0.425;0.36598521598521594;120;5;15
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;0.5536262679119822;0.3217893217893218;0.17493392527225393;0.4365191569645201;49;120;0.2704226379316632;0.002347938051230127;0.1106248249105392;0.49805690401299185;0.32653061224489793;0.02041846601725273;0.21450282240555796;0.5179452421749772;924.726.125.999.996;full;38;8856;66;2272;48;1703141;0;0.002704275755094182;0;122;0;0.0;0;0;0;0;0;0;0;0;0;122;0;0.0;0;0;0;0;0;0;5;15
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;0.5536262679119822;0.3217893217893218;0.17493392527225393;0.4365191569645201;49;120;0.2704226379316632;0.002347938051230127;0.1106248249105392;0.49805690401299185;0.32653061224489793;0.02041846601725273;0.21450282240555796;0.5179452421749772;8.122.625.993.999.910;full;38;8856;66;2272;48;1703141;0;0.0024080887142886517;0;122;0;0.0;0;0;0;0;0;0;0;0;0;122;0;0.0;0;0;0.3773534525583706;0.425;0.36598521598521594;120;5;15
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.5895773443594434;35;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.27899159663865547;0.0;0.18367346938775508;0.5281965511423332;8.360.498.833.000.060;full;38;8856;121;4696;48;1703141;0;0.002133700103442983;0;148;0;0.0;0;0;0;0;0;0;0;0;0;148;0;0.0;0;0;0;0;0;0;5;20
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.5895773443594434;35;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.27899159663865547;0.0;0.18367346938775508;0.5281965511423332;8.353.837.480.000.030;full;38;8856;121;4696;48;1703141;0;0.0022295850345111327;0;148;0;0.0;0;0;0;0;0;0;0;0;0;148;0;0.0;0;0;0.3123424369747899;0.3416666666666667;0.29744565217391306;120;5;20
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.5895773443594434;35;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.27899159663865547;0.0;0.18367346938775508;0.5281965511423332;8.787.335.010.999.860;full;38;8856;121;4696;48;1703141;0;0.002487537360029819;0;148;0;0.0;0;0;0;0;0;0;0;0;0;148;0;0.0;0;0;0;0;0;0;5;20
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.5895773443594434;35;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.27899159663865547;0.0;0.18367346938775508;0.5281965511423332;8.818.362.315.000.050;full;38;8856;121;4696;48;1703141;0;0.0027173062799829496;0;148;0;0.0;0;0;0;0;0;0;0;0;0;148;0;0.0;0;0;0.3123424369747899;0.3416666666666667;0.29744565217391306;120;5;20
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.5895773443594434;35;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.27899159663865547;0.0;0.18367346938775508;0.5281965511423332;9.280.723.367.999.820;full;38;8856;121;4696;48;1703141;0;0.0037444292727286665;0;148;0;0.0;0;0;0;0;0;0;0;0;0;148;0;0.0;0;0;0;0;0;0;5;20
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.5895773443594434;35;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.27899159663865547;0.0;0.18367346938775508;0.5281965511423332;916.901.127.999.995;full;38;8856;121;4696;48;1703141;0;0.0032005003636393007;0;148;0;0.0;0;0;0;0;0;0;0;0;0;148;0;0.0;0;0;0.3123424369747899;0.3416666666666667;0.29744565217391306;120;5;20
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.5895773443594434;35;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.27899159663865547;0.0;0.18367346938775508;0.5281965511423332;9.304.020.334.000.140;full;38;8856;121;4696;48;1703141;0;0.0023812436571721005;0;148;0;0.0;0;0;0;0;0;0;0;0;0;148;0;0.0;0;0;0;0;0;0;5;20
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.5895773443594434;35;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.27899159663865547;0.0;0.18367346938775508;0.5281965511423332;9.408.180.520.000.080;full;38;8856;121;4696;48;1703141;0;0.0025184390856858433;0;148;0;0.0;0;0;0;0;0;0;0;0;0;148;0;0.0;0;0;0.3123424369747899;0.3416666666666667;0.29744565217391306;120;5;20
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;0.8425063286495157;0.6803751803751804;0.6791630493974972;0.12364708364426365;88;120;0.6671219674829784;0.29224234752888817;0.5238950556211888;0.5398250266565978;0.8082549634273772;0.51738544793847;0.6853146853146853;0.6505677542000048;1.167.707.449.999.980;full;38;8856;78;2272;48;1703141;0;0.0026735051066649855;0;56;0;0.0;0;0;0;0;0;0;0;0;0;56;0;0.0;0;0;0;0;0;0;10;5
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;0.8425063286495157;0.6803751803751804;0.6791630493974972;0.12364708364426365;88;120;0.6671219674829784;0.29224234752888817;0.5238950556211888;0.5398250266565978;0.8082549634273772;0.51738544793847;0.6853146853146853;0.6505677542000048;11.250.736.297.999.900;full;38;8856;78;2272;48;1703141;0;0.002655814786676274;0;56;0;0.0;0;0;0;0;0;0;0;0;0;56;0;0.0;0;0;0.5109577922077922;0.6083333333333333;0.5347719141323792;120;10;5
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;0.8522935404854225;0.7186147186147186;0.7231647631709364;0.12364708364426365;88;120;0.7031980454363126;0.3430256850128065;0.571898507367956;0.5620207764278236;0.8571055381400209;0.6263637200677498;0.7610294117647058;0.7231841533241128;9.644.950.858.999.890;full;38;8856;78;2272;48;1703141;0;0.0030823281071263864;0;56;0;0.0;0;0;0;0;0;0;0;0;0;56;0;0.0;0;0;0;0;0;0;10;5
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;0.8522935404854225;0.7186147186147186;0.7231647631709364;0.12364708364426365;88;120;0.7031980454363126;0.3430256850128065;0.571898507367956;0.5620207764278236;0.8571055381400209;0.6263637200677498;0.7610294117647058;0.7231841533241128;9.546.382.128.999.990;full;38;8856;78;2272;48;1703141;0;0.003093039249985655;0;56;0;0.0;0;0;0;0;0;0;0;0;0;56;0;0.0;0;0;0.5109577922077922;0.6083333333333333;0.5347719141323792;120;10;5
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;0.8522935404854225;0.7186147186147186;0.7231647631709364;0.12364708364426365;88;120;0.7031980454363126;0.3430256850128065;0.571898507367956;0.5620207764278236;0.8571055381400209;0.6263637200677498;0.7610294117647058;0.7231841533241128;90.202.850.149.999;full;38;8856;78;2272;48;1703141;0;0.003882863107126663;0;56;0;0.0;0;0;0;0;0;0;0;0;0;56;0;0.0;0;0;0;0;0;0;10;5
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;0.8522935404854225;0.7186147186147186;0.7231647631709364;0.12364708364426365;88;120;0.7031980454363126;0.3430256850128065;0.571898507367956;0.5620207764278236;0.8571055381400209;0.6263637200677498;0.7610294117647058;0.7231841533241128;891.977.821.699.993;full;38;8856;78;2272;48;1703141;0;0.003678356035696392;0;56;0;0.0;0;0;0;0;0;0;0;0;0;56;0;0.0;0;0;0.5109577922077922;0.6083333333333333;0.5347719141323792;120;10;5
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;0.7806176045649668;0.6313131313131313;0.6245709125009307;0.12364708364426365;88;120;0.6286297737561275;0.22509333926245134;0.4573431218312004;0.49916242852572884;0.7351097178683386;0.3451979339683658;0.5698260073260073;0.5290243977195759;8.780.671.244.000.130;full;38;8856;78;2272;48;1703141;0;0.0024513079090979772;0;56;0;0.0;0;0;0;0;0;0;0;0;0;56;0;0.0;0;0;0;0;0;0;10;5
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;0.7806176045649668;0.6313131313131313;0.6245709125009307;0.12364708364426365;88;120;0.6286297737561275;0.22509333926245134;0.4573431218312004;0.49916242852572884;0.7351097178683386;0.3451979339683658;0.5698260073260073;0.5290243977195759;8.739.453.554.999.950;full;38;8856;78;2272;48;1703141;0;0.002407237772750002;0;56;0;0.0;0;0;0;0;0;0;0;0;0;56;0;0.0;0;0;0.5109577922077922;0.6083333333333333;0.5347719141323792;120;10;5
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;0.8199606000620054;0.6587301587301587;0.6555591125565026;0.16207866110842922;85;120;0.6498153270716448;0.2611772901886966;0.4948652410222111;0.5206526687978597;0.7798319327731092;0.4545613584940869;0.6591176470588235;0.6084495870127848;1.122.861.742.300.000;full;38;8856;78;2272;48;1703141;0;0.002818949229721683;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;10;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;TRUE;0.8199606000620054;0.6587301587301587;0.6555591125565026;0.16207866110842922;85;120;0.6498153270716448;0.2611772901886966;0.4948652410222111;0.5206526687978597;0.7798319327731092;0.4545613584940869;0.6591176470588235;0.6084495870127848;11.094.095.838.000.100;full;38;8856;78;2272;48;1703141;0;0.0026406011891754746;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5016625615763547;0.5833333333333334;0.5138636363636363;120;10;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;FALSE;0.8306482969526449;0.7005772005772006;0.7003397708535881;0.16207866110842922;85;120;0.6945577487093733;0.3264617238189704;0.5457505745284748;0.5515731618083562;0.8509803921568627;0.6134995543291127;0.7525951557093425;0.7151142459460522;9.922.885.857.999.970;full;38;8856;78;2272;48;1703141;0;0.0031778907142795887;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;10;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=500-similarity_thresh=0.1-labels=None;TRUE;0.8306482969526449;0.7005772005772006;0.7003397708535881;0.16207866110842922;85;120;0.6945577487093733;0.3264617238189704;0.5457505745284748;0.5515731618083562;0.8509803921568627;0.6134995543291127;0.7525951557093425;0.7151142459460522;9.880.811.742.999.860;full;38;8856;78;2272;48;1703141;0;0.002910746946408186;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5016625615763547;0.5833333333333334;0.5138636363636363;120;10;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;FALSE;0.8306482969526449;0.7005772005772006;0.7003397708535881;0.16207866110842922;85;120;0.6945577487093733;0.3264617238189704;0.5457505745284748;0.5515731618083562;0.8509803921568627;0.6134995543291127;0.7525951557093425;0.7151142459460522;893.791.900.400.015;full;38;8856;78;2272;48;1703141;0;0.003971578821433143;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;10;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=1000-similarity_thresh=0.1-labels=None;TRUE;0.8306482969526449;0.7005772005772006;0.7003397708535881;0.16207866110842922;85;120;0.6945577487093733;0.3264617238189704;0.5457505745284748;0.5515731618083562;0.8509803921568627;0.6134995543291127;0.7525951557093425;0.7151142459460522;9.666.734.774.999.890;full;38;8856;78;2272;48;1703141;0;0.004110200249978594;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5016625615763547;0.5833333333333334;0.5138636363636363;120;10;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;FALSE;0.8065154687007968;0.65007215007215;0.644813793198534;0.16207866110842922;85;120;0.6452393975859679;0.25144522147162157;0.48157662964573866;0.513771853505579;0.7703081232492998;0.4313718634546578;0.6381457800511509;0.5916662967545814;8.997.819.921.999.960;full;38;8856;78;2272;48;1703141;0;0.00257719656470887;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0;0;0;0;10;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=0-similarity_thresh=0.1-labels=None;TRUE;0.8065154687007968;0.65007215007215;0.644813793198534;0.16207866110842922;85;120;0.6452393975859679;0.25144522147162157;0.48157662964573866;0.513771853505579;0.7703081232492998;0.4313718634546578;0.6381457800511509;0.5916662967545814;9.166.167.625.000.070;full;38;8856;78;2272;48;1703141;0;0.002677087894129299;0;51;0;0.0;0;0;0;0;0;0;0;0;0;51;0;0.0;0;0;0.5016625615763547;0.5833333333333334;0.5138636363636363;120;10;10
Urabe et al. (online)';L3.csv;max_buffer_size=250-warm_up_events=250-similarity_thresh=0.1-labels=None;FALSE;0.0940267444596449;0.30663780663780665;0.14392166518063815;0.4583793540723692;45;120;0.2539536676720792;0.0;0.0940267444596449;0.5039381585790852;0.301010101010101;0.0;0.2177777777777778;0.5486438744851718;9.640.845.962.999.940;full;38;8856;129;4696;48;1703141;0;0.0027147199743455695;0;138;0;0.0;0;0;0;0;0;0;0;0;0;138;0;0.0;0;0;0;0;0;0;10;15
