approach;log;config;precision;recall;F$_1$-score;ED;Seg. found;Seg. true;rand_mic;ari_mic;jaccard_mic;fowlkes_mallows_mic;rand_mac;ari_mac;jaccard_mac;fowlkes_mallows_mac;runtime;part;num_classes;sizeof_cooc;max_num_events;max_buffer_size;size_clust;size_full;avg_resp_seg;avg_resp_cat
Urabe et al.;TF_02.csv;N=50-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13304775000005975;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_02.csv;N=50-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12934674899997844;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_02.csv;N=50-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1589981249999255;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_02.csv;N=50-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1491984809999849;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_02.csv;N=50-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12721561599983033;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_02.csv;N=50-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13127605499994388;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_02.csv;N=50-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1201055390001784;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_02.csv;N=50-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.11831357900018702;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_02.csv;N=50-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9638157894736842;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12230728700023974;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12878583700012314;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1269087790001322;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12657573100023;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12745410200022889;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12876920700000483;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1290270990002682;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12992041400002563;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1292835119998017;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13978324400022757;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=5-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13004066899975442;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13602152099974774;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13127987899997606;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13300157699995907;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1629369699999188;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14420109499997125;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.15121881199956988;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1495652799999334;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12202130800005762;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12311162100013462;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=10-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.11905836500000078;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12814838600024814;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.127323479000097;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12028520300009404;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.11943229500002417;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12433606199965652;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12302196100017682;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12528939999992872;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1273825329999454;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14347779199988508;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=15-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13500311999996484;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1345072170001913;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12857824000002438;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.126625587000035;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13268768499983707;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1466670879999583;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1336221649999061;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12887070399983713;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1272582350002267;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1264292949999799;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=20-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1384730929999023;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13147754300007364;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12800914699982968;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14238231099989207;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.15164612899980057;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12164169500010757;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12272300700033156;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14557245899959526;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1232632580004065;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1210472929997195;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=25-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12073041700023168;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12747890399987227;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12897477800015622;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12975215699998444;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14612704699993628;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.18056110499992428;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1971385609999743;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13277878400003829;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13132244700000228;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.15574192199983372;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=30-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.22923176499989495;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1337358329997187;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.15125439999974333;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1459950079997725;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.18838989299956665;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12794109400010711;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.20804953800006842;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.15680391299974872;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12642375199993694;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1624726439999904;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=35-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.15955664000011893;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1303655050000998;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1710340479999104;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13407611499997074;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.15017370299983668;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.2169942999998966;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13432998100006444;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.22139587400033633;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13209537200009436;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1372424950000095;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=40-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.17189818599990758;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14834150000024238;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12570217099982983;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.149312172000009;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14518960700024763;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.33955828200032556;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.17328928599999927;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.18986955899981695;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.29403973499984204;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.5482395039998664;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=45-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.16341573699992296;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.17695116699997016;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14173698800004786;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=15-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.14328350599998885;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=20-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1458381009997538;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=25-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.16134915800012095;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=30-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12995081799999753;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=35-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12720168599980752;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=40-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.13557065399982093;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=45-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.12767676500016023;full;0;0;0;0;0;0;0;0
Urabe et al.;TF_03.csv;N=50-M=50-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9631901840490797;1;30;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.1895964600003026;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=5-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.7542630591735358;8;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.0;1.1314714430000095;full;0;0;0;0;0;0;0;0
Urabe et al.;StudentRecord.csv;N=5-M=10-t=0.1-w=1500-w=1500;1.0;1.0;1.0;0.9728742827334377;1;51;1.0;1.0;1.0;1.0;1.0;1.0;1.0;0.0;1.035150860000158;full;0;0;0;0;0;0;0;0
